Region_Name,Region_Code,Party,Votes,Year,Seats,Vote_Share
Aalsmeer,GM0358,PVV (Partij voor de Vrijheid),2499,2010,23.0,14.461805555555557
Aalsmeer,GM0358,Partij van de Arbeid (P.v.d.A.),2170,2010,29.0,12.557870370370368
Aalsmeer,GM0358,Democraten 66 (D66),1169,2010,10.0,6.765046296296297
Aalsmeer,GM0358,SP (Socialistische Partij),967,2010,14.0,5.596064814814815
Aalsmeer,GM0358,GROENLINKS,807,2010,10.0,4.670138888888889
Aalsmeer,GM0358,ChristenUnie,613,2010,4.0,3.5474537037037033
Aalsmeer,GM0358,Partij voor de Dieren,212,2010,1.0,1.2268518518518519
Aalsmeer,GM0358,Staatkundig Gereformeerde Partij (SGP),81,2010,2.0,0.46875
Aalten,GM0197,Christen Democratisch Appèl (CDA),4329,2010,20.0,27.135961888046133
Aalten,GM0197,Partij van de Arbeid (P.v.d.A.),2700,2010,29.0,16.924716354290727
Aalten,GM0197,VVD,2478,2010,30.0,15.533128565160158
Aalten,GM0197,SP (Socialistische Partij),2193,2010,14.0,13.746630727762804
Aalten,GM0197,PVV (Partij voor de Vrijheid),1868,2010,23.0,11.709396351783363
Aalten,GM0197,ChristenUnie,754,2010,4.0,4.7263837522723
Aalten,GM0197,GROENLINKS,725,2010,10.0,4.5445997618002885
Aalten,GM0197,Democraten 66 (D66),704,2010,10.0,4.412963079044694
Aalten,GM0197,Partij voor de Dieren,149,2010,1.0,0.9339936062182662
Aalten,GM0197,Staatkundig Gereformeerde Partij (SGP),53,2010,2.0,0.33222591362126247
Abcoude,GM0305,VVD,1789,2010,30.0,33.25897006878602
Abcoude,GM0305,Partij van de Arbeid (P.v.d.A.),937,2010,29.0,17.419594720208217
Abcoude,GM0305,Christen Democratisch Appèl (CDA),718,2010,20.0,13.348205986242794
Abcoude,GM0305,Democraten 66 (D66),580,2010,10.0,10.782673359360476
Abcoude,GM0305,PVV (Partij voor de Vrijheid),498,2010,23.0,9.258226436140546
Abcoude,GM0305,GROENLINKS,420,2010,10.0,7.80814277746793
Abcoude,GM0305,SP (Socialistische Partij),241,2010,14.0,4.480386688975646
Abcoude,GM0305,ChristenUnie,105,2010,4.0,1.9520356943669825
Abcoude,GM0305,Partij voor de Dieren,56,2010,1.0,1.0410857036623908
Abcoude,GM0305,Staatkundig Gereformeerde Partij (SGP),35,2010,2.0,0.6506785647889942
Achtkarspelen,GM0059,Christen Democratisch Appèl (CDA),4185,2010,20.0,26.557938824723948
Achtkarspelen,GM0059,Partij van de Arbeid (P.v.d.A.),3257,2010,29.0,20.66886660743749
Achtkarspelen,GM0059,PVV (Partij voor de Vrijheid),2290,2010,23.0,14.532301053433178
Achtkarspelen,GM0059,ChristenUnie,1700,2010,4.0,10.788171087701485
Achtkarspelen,GM0059,VVD,1577,2010,30.0,10.007615179591319
Achtkarspelen,GM0059,SP (Socialistische Partij),1559,2010,14.0,9.893387485721538
Achtkarspelen,GM0059,GROENLINKS,511,2010,10.0,3.242797309303211
Achtkarspelen,GM0059,Democraten 66 (D66),367,2010,10.0,2.3289757583449675
Achtkarspelen,GM0059,Staatkundig Gereformeerde Partij (SGP),180,2010,2.0,1.1422769386978042
Achtkarspelen,GM0059,Partij voor de Dieren,132,2010,1.0,0.8376697550450565
Alblasserdam,GM0482,Partij van de Arbeid (P.v.d.A.),1929,2010,29.0,17.780440593603096
Alblasserdam,GM0482,VVD,1733,2010,30.0,15.973822472117247
Alblasserdam,GM0482,PVV (Partij voor de Vrijheid),1557,2010,23.0,14.351553138538115
Alblasserdam,GM0482,Staatkundig Gereformeerde Partij (SGP),1511,2010,2.0,13.927550926352659
Alblasserdam,GM0482,Christen Democratisch Appèl (CDA),1381,2010,20.0,12.729283804958982
Alblasserdam,GM0482,ChristenUnie,1041,2010,4.0,9.59535441054475
Alblasserdam,GM0482,SP (Socialistische Partij),827,2010,14.0,7.6228223799428525
Alblasserdam,GM0482,Democraten 66 (D66),396,2010,10.0,3.6501060005530466
Alblasserdam,GM0482,GROENLINKS,372,2010,10.0,3.4288874550649826
Alblasserdam,GM0482,Partij voor de Dieren,102,2010,1.0,0.9401788183242695
Albrandswaard,GM0613,VVD,4193,2010,30.0,29.820069696323166
Albrandswaard,GM0613,PVV (Partij voor de Vrijheid),2909,2010,23.0,20.688428987980938
Albrandswaard,GM0613,Partij van de Arbeid (P.v.d.A.),1838,2010,29.0,13.071616527985208
Albrandswaard,GM0613,Christen Democratisch Appèl (CDA),1662,2010,20.0,11.819927458928953
Albrandswaard,GM0613,SP (Socialistische Partij),1206,2010,14.0,8.576914870919564
Albrandswaard,GM0613,Democraten 66 (D66),879,2010,10.0,6.2513334755707275
Albrandswaard,GM0613,GROENLINKS,624,2010,10.0,4.437806699381267
Albrandswaard,GM0613,ChristenUnie,366,2010,4.0,2.6029443140601667
Albrandswaard,GM0613,Partij voor de Dieren,209,2010,1.0,1.4863807695043025
Albrandswaard,GM0613,Staatkundig Gereformeerde Partij (SGP),175,2010,2.0,1.244577199345708
Alkmaar,GM0361,Partij van de Arbeid (P.v.d.A.),13400,2010,29.0,25.263475424671483
Alkmaar,GM0361,VVD,10172,2010,30.0,19.177617314907337
Alkmaar,GM0361,PVV (Partij voor de Vrijheid),6993,2010,23.0,13.184140570502064
Alkmaar,GM0361,SP (Socialistische Partij),6250,2010,14.0,11.783337418223638
Alkmaar,GM0361,GROENLINKS,5321,2010,10.0,10.031862144378877
Alkmaar,GM0361,Christen Democratisch Appèl (CDA),4605,2010,20.0,8.681963009747177
Alkmaar,GM0361,Democraten 66 (D66),4451,2010,10.0,8.391621575762146
Alkmaar,GM0361,Partij voor de Dieren,1011,2010,1.0,1.9060726607718557
Alkmaar,GM0361,ChristenUnie,782,2010,4.0,1.4743311777681416
Alkmaar,GM0361,Staatkundig Gereformeerde Partij (SGP),56,2010,2.0,0.1055787032672838
Almelo,GM0141,Partij van de Arbeid (P.v.d.A.),8379,2010,29.0,22.83106267029973
Almelo,GM0141,PVV (Partij voor de Vrijheid),7001,2010,23.0,19.076294277929158
Almelo,GM0141,VVD,6306,2010,30.0,17.18256130790191
Almelo,GM0141,Christen Democratisch Appèl (CDA),5441,2010,20.0,14.825613079019073
Almelo,GM0141,SP (Socialistische Partij),3984,2010,14.0,10.855585831062669
Almelo,GM0141,Democraten 66 (D66),2128,2010,10.0,5.798365122615804
Almelo,GM0141,GROENLINKS,1759,2010,10.0,4.79291553133515
Almelo,GM0141,ChristenUnie,1269,2010,4.0,3.4577656675749315
Almelo,GM0141,Partij voor de Dieren,336,2010,1.0,0.9155313351498637
Almelo,GM0141,Staatkundig Gereformeerde Partij (SGP),97,2010,2.0,0.26430517711171664
Almere,GM0034,VVD,24377,2010,30.0,26.296655879180154
Almere,GM0034,Partij van de Arbeid (P.v.d.A.),22295,2010,29.0,24.050701186623517
Almere,GM0034,PVV (Partij voor de Vrijheid),16641,2010,23.0,17.95145631067961
Almere,GM0034,SP (Socialistische Partij),8857,2010,14.0,9.554476806903992
Almere,GM0034,GROENLINKS,6120,2010,10.0,6.601941747572816
Almere,GM0034,Democraten 66 (D66),5990,2010,10.0,6.461704422869471
Almere,GM0034,Christen Democratisch Appèl (CDA),4850,2010,20.0,5.2319309600862995
Almere,GM0034,ChristenUnie,1947,2010,4.0,2.100323624595469
Almere,GM0034,Partij voor de Dieren,1505,2010,1.0,1.6235167206040992
Almere,GM0034,Staatkundig Gereformeerde Partij (SGP),118,2010,2.0,0.1272923408845739
Alphen aan den Rijn,GM0484,VVD,10889,2010,30.0,26.29050171423053
Alphen aan den Rijn,GM0484,Partij van de Arbeid (P.v.d.A.),7198,2010,29.0,17.37891737891738
Alphen aan den Rijn,GM0484,PVV (Partij voor de Vrijheid),5773,2010,23.0,13.938384277367327
Alphen aan den Rijn,GM0484,Christen Democratisch Appèl (CDA),5165,2010,20.0,12.470423487372639
Alphen aan den Rijn,GM0484,SP (Socialistische Partij),3588,2010,14.0,8.662900188323917
Alphen aan den Rijn,GM0484,Democraten 66 (D66),3286,2010,10.0,7.933748611714714
Alphen aan den Rijn,GM0484,GROENLINKS,2749,2010,10.0,6.63721087449901
Alphen aan den Rijn,GM0484,ChristenUnie,1752,2010,4.0,4.23004490801101
Alphen aan den Rijn,GM0484,Partij voor de Dieren,546,2010,1.0,1.3182674199623352
Alphen aan den Rijn,GM0484,Staatkundig Gereformeerde Partij (SGP),472,2010,2.0,1.1396011396011396
Alphen-Chaam,GM1723,Christen Democratisch Appèl (CDA),1612,2010,20.0,27.5696938600992
Alphen-Chaam,GM1723,VVD,1521,2010,30.0,26.013340174448434
Alphen-Chaam,GM1723,PVV (Partij voor de Vrijheid),896,2010,23.0,15.324097827945954
Alphen-Chaam,GM1723,Partij van de Arbeid (P.v.d.A.),649,2010,29.0,11.099709252608175
Alphen-Chaam,GM1723,SP (Socialistische Partij),531,2010,14.0,9.081580297588507
Alphen-Chaam,GM1723,Democraten 66 (D66),312,2010,10.0,5.3360697793740375
Alphen-Chaam,GM1723,GROENLINKS,240,2010,10.0,4.104669061056952
Alphen-Chaam,GM1723,Partij voor de Dieren,56,2010,1.0,0.9577561142466221
Alphen-Chaam,GM1723,ChristenUnie,27,2010,4.0,0.46177526936890717
Alphen-Chaam,GM1723,Staatkundig Gereformeerde Partij (SGP),3,2010,2.0,0.0513083632632119
Ameland,GM0060,Christen Democratisch Appèl (CDA),724,2010,20.0,25.017277125086384
Ameland,GM0060,VVD,600,2010,30.0,20.73255010366275
Ameland,GM0060,Partij van de Arbeid (P.v.d.A.),581,2010,29.0,20.076019350380097
Ameland,GM0060,PVV (Partij voor de Vrijheid),371,2010,23.0,12.819626814098134
Ameland,GM0060,GROENLINKS,196,2010,10.0,6.7726330338631655
Ameland,GM0060,SP (Socialistische Partij),178,2010,14.0,6.150656530753283
Ameland,GM0060,Democraten 66 (D66),152,2010,10.0,5.25224602626123
Ameland,GM0060,ChristenUnie,54,2010,4.0,1.8659295093296473
Ameland,GM0060,Partij voor de Dieren,26,2010,1.0,0.8984105044920525
Ameland,GM0060,Staatkundig Gereformeerde Partij (SGP),12,2010,2.0,0.414651002073255
Amersfoort,GM0307,VVD,18222,2010,30.0,22.18029554251771
Amersfoort,GM0307,Partij van de Arbeid (P.v.d.A.),17167,2010,29.0,20.896121917374685
Amersfoort,GM0307,PVV (Partij voor de Vrijheid),9527,2010,23.0,11.596513864206246
Amersfoort,GM0307,Christen Democratisch Appèl (CDA),8384,2010,20.0,10.205224334785889
Amersfoort,GM0307,GROENLINKS,7706,2010,10.0,9.37994498137644
Amersfoort,GM0307,Democraten 66 (D66),7518,2010,10.0,9.151106458602138
Amersfoort,GM0307,SP (Socialistische Partij),6874,2010,14.0,8.367212795481656
Amersfoort,GM0307,ChristenUnie,5016,2010,4.0,6.10560654380797
Amersfoort,GM0307,Partij voor de Dieren,1036,2010,1.0,1.2610463276286
Amersfoort,GM0307,Staatkundig Gereformeerde Partij (SGP),704,2010,2.0,0.8569272342186626
Amstelveen,GM0362,VVD,12929,2010,30.0,28.860663422474218
Amstelveen,GM0362,Partij van de Arbeid (P.v.d.A.),9637,2010,29.0,21.512121076833786
Amstelveen,GM0362,PVV (Partij voor de Vrijheid),5089,2010,23.0,11.359882137595429
Amstelveen,GM0362,Democraten 66 (D66),4890,2010,10.0,10.91566587794098
Amstelveen,GM0362,Christen Democratisch Appèl (CDA),4200,2010,20.0,9.37541854547078
Amstelveen,GM0362,GROENLINKS,3541,2010,10.0,7.904370730836198
Amstelveen,GM0362,SP (Socialistische Partij),2962,2010,14.0,6.6119023170677265
Amstelveen,GM0362,ChristenUnie,753,2010,4.0,1.6808786106522613
Amstelveen,GM0362,Partij voor de Dieren,709,2010,1.0,1.5826599401759007
Amstelveen,GM0362,Staatkundig Gereformeerde Partij (SGP),88,2010,2.0,0.19643734095272108
Amsterdam,GM0363,Partij van de Arbeid (P.v.d.A.),135816,2010,29.0,35.5734828046832
Amsterdam,GM0363,VVD,64798,2010,30.0,16.972157468765552
Amsterdam,GM0363,GROENLINKS,48190,2010,10.0,12.622122109012809
Amsterdam,GM0363,Democraten 66 (D66),45613,2010,10.0,11.947143717750595
Amsterdam,GM0363,PVV (Partij voor de Vrijheid),36172,2010,23.0,9.47431834254433
Amsterdam,GM0363,SP (Socialistische Partij),27890,2010,14.0,7.305062992744703
Amsterdam,GM0363,Christen Democratisch Appèl (CDA),12705,2010,20.0,3.327745619319521
Amsterdam,GM0363,Partij voor de Dieren,6927,2010,1.0,1.8143482018910921
Amsterdam,GM0363,ChristenUnie,3405,2010,4.0,0.8918515414232955
Amsterdam,GM0363,Staatkundig Gereformeerde Partij (SGP),274,2010,2.0,0.07176720186489954
Andijk,GM0364,VVD,891,2010,30.0,23.50923482849604
Andijk,GM0364,Christen Democratisch Appèl (CDA),680,2010,20.0,17.941952506596305
Andijk,GM0364,PVV (Partij voor de Vrijheid),612,2010,23.0,16.147757255936675
Andijk,GM0364,Partij van de Arbeid (P.v.d.A.),514,2010,29.0,13.562005277044856
Andijk,GM0364,SP (Socialistische Partij),364,2010,14.0,9.604221635883906
Andijk,GM0364,ChristenUnie,251,2010,4.0,6.62269129287599
Andijk,GM0364,GROENLINKS,182,2010,10.0,4.802110817941953
Andijk,GM0364,Democraten 66 (D66),174,2010,10.0,4.591029023746702
Andijk,GM0364,Partij voor de Dieren,66,2010,1.0,1.7414248021108178
Andijk,GM0364,Staatkundig Gereformeerde Partij (SGP),56,2010,2.0,1.4775725593667546
Anna Paulowna,GM0366,VVD,2587,2010,30.0,31.187462326702832
Anna Paulowna,GM0366,PVV (Partij voor de Vrijheid),1328,2010,23.0,16.00964436407474
Anna Paulowna,GM0366,Partij van de Arbeid (P.v.d.A.),1286,2010,29.0,15.503315250150692
Anna Paulowna,GM0366,Christen Democratisch Appèl (CDA),1244,2010,20.0,14.996986136226642
Anna Paulowna,GM0366,SP (Socialistische Partij),762,2010,14.0,9.18625678119349
Anna Paulowna,GM0366,Democraten 66 (D66),444,2010,10.0,5.352622061482821
Anna Paulowna,GM0366,GROENLINKS,385,2010,10.0,4.641350210970464
Anna Paulowna,GM0366,ChristenUnie,152,2010,4.0,1.832429174201326
Anna Paulowna,GM0366,Partij voor de Dieren,95,2010,1.0,1.1452682338758287
Anna Paulowna,GM0366,Staatkundig Gereformeerde Partij (SGP),12,2010,2.0,0.14466546112115733
Apeldoorn,GM0200,Partij van de Arbeid (P.v.d.A.),18737,2010,29.0,20.99407276272003
Apeldoorn,GM0200,VVD,18379,2010,30.0,20.592947820143642
Apeldoorn,GM0200,Christen Democratisch Appèl (CDA),12125,2010,20.0,13.585586393124851
Apeldoorn,GM0200,PVV (Partij voor de Vrijheid),11407,2010,23.0,12.78109558650517
Apeldoorn,GM0200,SP (Socialistische Partij),8341,2010,14.0,9.345762977736445
Apeldoorn,GM0200,Democraten 66 (D66),6605,2010,10.0,7.400643144461003
Apeldoorn,GM0200,GROENLINKS,5785,2010,10.0,6.481865343029053
Apeldoorn,GM0200,ChristenUnie,4103,2010,4.0,4.597250389360105
Apeldoorn,GM0200,Staatkundig Gereformeerde Partij (SGP),2496,2010,2.0,2.7966699907001757
Apeldoorn,GM0200,Partij voor de Dieren,1271,2010,1.0,1.4241055922195207
Appingedam,GM0003,Partij van de Arbeid (P.v.d.A.),2152,2010,29.0,31.961978315758206
Appingedam,GM0003,PVV (Partij voor de Vrijheid),960,2010,23.0,14.258131590672807
Appingedam,GM0003,SP (Socialistische Partij),918,2010,14.0,13.63433833358087
Appingedam,GM0003,Christen Democratisch Appèl (CDA),891,2010,20.0,13.233328382593198
Appingedam,GM0003,VVD,805,2010,30.0,11.956037427595426
Appingedam,GM0003,GROENLINKS,334,2010,10.0,4.96064161592158
Appingedam,GM0003,ChristenUnie,296,2010,4.0,4.396257240457448
Appingedam,GM0003,Democraten 66 (D66),272,2010,10.0,4.0398039506906285
Appingedam,GM0003,Partij voor de Dieren,89,2010,1.0,1.3218476162186248
Appingedam,GM0003,Staatkundig Gereformeerde Partij (SGP),16,2010,2.0,0.23763552651121342
Arnhem,GM0202,Partij van de Arbeid (P.v.d.A.),19393,2010,29.0,24.776737233458114
Arnhem,GM0202,VVD,13559,2010,30.0,17.32314650381367
Arnhem,GM0202,PVV (Partij voor de Vrijheid),10749,2010,23.0,13.733055665572177
Arnhem,GM0202,SP (Socialistische Partij),9726,2010,14.0,12.426058182468601
Arnhem,GM0202,GROENLINKS,8402,2010,10.0,10.734499367581863
Arnhem,GM0202,Democraten 66 (D66),7399,2010,10.0,9.453054132437302
Arnhem,GM0202,Christen Democratisch Appèl (CDA),5862,2010,20.0,7.48936387678706
Arnhem,GM0202,ChristenUnie,1626,2010,4.0,2.077397759067854
Arnhem,GM0202,Partij voor de Dieren,1427,2010,1.0,1.8231528918756628
Arnhem,GM0202,Staatkundig Gereformeerde Partij (SGP),128,2010,2.0,0.16353438693769085
Assen,GM0106,Partij van de Arbeid (P.v.d.A.),10702,2010,29.0,28.30617858654253
Assen,GM0106,VVD,6268,2010,30.0,16.578501904358866
Assen,GM0106,SP (Socialistische Partij),4320,2010,14.0,11.426153195090986
Assen,GM0106,PVV (Partij voor de Vrijheid),3919,2010,23.0,10.365531104528142
Assen,GM0106,Christen Democratisch Appèl (CDA),3753,2010,20.0,9.926470588235293
Assen,GM0106,ChristenUnie,3142,2010,4.0,8.310410495133306
Assen,GM0106,GROENLINKS,2762,2010,10.0,7.305332204824376
Assen,GM0106,Democraten 66 (D66),2301,2010,10.0,6.086013542107491
Assen,GM0106,Partij voor de Dieren,449,2010,1.0,1.187579348286077
Assen,GM0106,Staatkundig Gereformeerde Partij (SGP),192,2010,2.0,0.5078290308929327
Asten,GM0743,Christen Democratisch Appèl (CDA),2530,2010,20.0,26.539389489142977
Asten,GM0743,VVD,2010,2010,30.0,21.084653309556277
Asten,GM0743,PVV (Partij voor de Vrijheid),1585,2010,23.0,16.626455470470997
Asten,GM0743,SP (Socialistische Partij),1225,2010,14.0,12.850099653834048
Asten,GM0743,Partij van de Arbeid (P.v.d.A.),1216,2010,29.0,12.755690758418126
Asten,GM0743,Democraten 66 (D66),432,2010,10.0,4.531626979964335
Asten,GM0743,GROENLINKS,410,2010,10.0,4.300849680058743
Asten,GM0743,Partij voor de Dieren,71,2010,1.0,0.7447812860589531
Asten,GM0743,ChristenUnie,46,2010,4.0,0.48253435434805414
Asten,GM0743,Staatkundig Gereformeerde Partij (SGP),8,2010,2.0,0.08391901814748767
Baarle-Nassau,GM0744,Christen Democratisch Appèl (CDA),1011,2010,20.0,27.26537216828479
Baarle-Nassau,GM0744,VVD,774,2010,30.0,20.87378640776699
Baarle-Nassau,GM0744,PVV (Partij voor de Vrijheid),710,2010,23.0,19.147788565264293
Baarle-Nassau,GM0744,Partij van de Arbeid (P.v.d.A.),409,2010,29.0,11.030204962243797
Baarle-Nassau,GM0744,SP (Socialistische Partij),409,2010,14.0,11.030204962243797
Baarle-Nassau,GM0744,Democraten 66 (D66),160,2010,10.0,4.314994606256742
Baarle-Nassau,GM0744,GROENLINKS,152,2010,10.0,4.0992448759439055
Baarle-Nassau,GM0744,Partij voor de Dieren,56,2010,1.0,1.5102481121898599
Baarle-Nassau,GM0744,ChristenUnie,26,2010,4.0,0.7011866235167207
Baarle-Nassau,GM0744,Staatkundig Gereformeerde Partij (SGP),1,2010,2.0,0.026968716289104636
Baarn,GM0308,VVD,4115,2010,30.0,28.092572364827962
Baarn,GM0308,Partij van de Arbeid (P.v.d.A.),2433,2010,29.0,16.60977607864555
Baarn,GM0308,PVV (Partij voor de Vrijheid),1888,2010,23.0,12.889131622064445
Baarn,GM0308,Christen Democratisch Appèl (CDA),1816,2010,20.0,12.397596941561988
Baarn,GM0308,Democraten 66 (D66),1385,2010,10.0,9.455215729109776
Baarn,GM0308,GROENLINKS,1110,2010,10.0,7.577826324412889
Baarn,GM0308,SP (Socialistische Partij),1016,2010,14.0,6.93610049153468
Baarn,GM0308,ChristenUnie,544,2010,4.0,3.713817586018569
Baarn,GM0308,Partij voor de Dieren,232,2010,1.0,1.5838339705079192
Baarn,GM0308,Staatkundig Gereformeerde Partij (SGP),109,2010,2.0,0.7441288913162206
Barendrecht,GM0489,VVD,7442,2010,30.0,28.19687038229834
Barendrecht,GM0489,PVV (Partij voor de Vrijheid),4822,2010,23.0,18.269995832228243
Barendrecht,GM0489,Partij van de Arbeid (P.v.d.A.),3460,2010,29.0,13.109536619558215
Barendrecht,GM0489,Christen Democratisch Appèl (CDA),3036,2010,20.0,11.503050051149927
Barendrecht,GM0489,SP (Socialistische Partij),2065,2010,14.0,7.8240442541582995
Barendrecht,GM0489,Democraten 66 (D66),1584,2010,10.0,6.001591331034744
Barendrecht,GM0489,GROENLINKS,1432,2010,10.0,5.425681051794036
Barendrecht,GM0489,Staatkundig Gereformeerde Partij (SGP),1112,2010,2.0,4.213238358655704
Barendrecht,GM0489,ChristenUnie,1070,2010,4.0,4.054105255181298
Barendrecht,GM0489,Partij voor de Dieren,370,2010,1.0,1.4018868639411965
Barneveld,GM0203,Christen Democratisch Appèl (CDA),7477,2010,20.0,23.651662290829723
Barneveld,GM0203,Staatkundig Gereformeerde Partij (SGP),6236,2010,2.0,19.726062063075318
Barneveld,GM0203,VVD,5739,2010,30.0,18.153924018599945
Barneveld,GM0203,PVV (Partij voor de Vrijheid),3675,2010,23.0,11.624964413374245
Barneveld,GM0203,ChristenUnie,3431,2010,4.0,10.853130041438648
Barneveld,GM0203,Partij van de Arbeid (P.v.d.A.),2166,2010,29.0,6.85161167873976
Barneveld,GM0203,SP (Socialistische Partij),1143,2010,14.0,3.615601176731092
Barneveld,GM0203,Democraten 66 (D66),839,2010,10.0,2.6539714674342836
Barneveld,GM0203,GROENLINKS,753,2010,10.0,2.381931483883213
Barneveld,GM0203,Partij voor de Dieren,154,2010,1.0,0.48714136589377793
Bedum,GM0005,Partij van de Arbeid (P.v.d.A.),1517,2010,29.0,23.76997806330304
Bedum,GM0005,Christen Democratisch Appèl (CDA),1353,2010,20.0,21.200250705108118
Bedum,GM0005,ChristenUnie,815,2010,4.0,12.770291444688187
Bedum,GM0005,VVD,702,2010,30.0,10.999686618614854
Bedum,GM0005,SP (Socialistische Partij),646,2010,14.0,10.122218740206831
Bedum,GM0005,PVV (Partij voor de Vrijheid),520,2010,23.0,8.14791601378878
Bedum,GM0005,GROENLINKS,416,2010,10.0,6.518332811031025
Bedum,GM0005,Democraten 66 (D66),272,2010,10.0,4.261986837981824
Bedum,GM0005,Partij voor de Dieren,77,2010,1.0,1.206518332811031
Bedum,GM0005,Staatkundig Gereformeerde Partij (SGP),64,2010,2.0,1.0028204324663115
Beek,GM0888,PVV (Partij voor de Vrijheid),2905,2010,23.0,28.623509705389694
Beek,GM0888,Christen Democratisch Appèl (CDA),1709,2010,20.0,16.839097448024436
Beek,GM0888,VVD,1670,2010,30.0,16.454823135284265
Beek,GM0888,Partij van de Arbeid (P.v.d.A.),1497,2010,29.0,14.750221696718887
Beek,GM0888,SP (Socialistische Partij),1166,2010,14.0,11.48881663218051
Beek,GM0888,Democraten 66 (D66),505,2010,10.0,4.975859690609912
Beek,GM0888,GROENLINKS,496,2010,10.0,4.887181003054488
Beek,GM0888,Partij voor de Dieren,151,2010,1.0,1.4878313134298946
Beek,GM0888,ChristenUnie,47,2010,4.0,0.4630998127894374
Beek,GM0888,Staatkundig Gereformeerde Partij (SGP),3,2010,2.0,0.02955956251847473
Beemster,GM0370,VVD,1778,2010,30.0,33.12220566318927
Beemster,GM0370,Partij van de Arbeid (P.v.d.A.),919,2010,29.0,17.119970193740684
Beemster,GM0370,PVV (Partij voor de Vrijheid),749,2010,23.0,13.953055141579732
Beemster,GM0370,Christen Democratisch Appèl (CDA),708,2010,20.0,13.189269746646795
Beemster,GM0370,SP (Socialistische Partij),412,2010,14.0,7.675111773472429
Beemster,GM0370,Democraten 66 (D66),375,2010,10.0,6.985842026825634
Beemster,GM0370,GROENLINKS,314,2010,10.0,5.849478390461997
